95 130
77 77 75
77 77 75
76 76 74
75 75 73
74 74 72
74 74 72
72 72 72
72 72 72
104 104 104
104 104 104
104 104 104
105 105 105
107 107 107
109 109 109
111 111 111
112 112 112
116 116 116
117 117 117
118 118 118
119 119 119
119 119 119
119 119 119
119 119 119
118 118 118
117 117 119
118 118 120
119 119 121
120 120 122
121 121 123
122 122 124
123 123 125
124 124 126
123 123 125
122 122 124
122 122 124
122 122 124
123 123 125
125 125 127
126 126 128
127 127 129
128 128 136
128 128 136
130 130 138
130 130 138
131 131 139
131 131 139
130 130 138
130 130 138
129 129 137
129 129 137
128 128 136
128 128 136
128 128 136
129 129 137
130 130 138
131 131 139
130 130 132
132 132 134
135 135 137
126 126 128
120 120 122
40 40 42
0 0 2
34 34 36
106 106 108
117 117 119
82 82 84
60 60 62
99 99 101
124 124 126
117 117 119
122 122 124
115 115 117
115 115 115
114 114 114
113 113 113
112 112 112
111 111 111
110 110 108
109 109 107
114 114 112
113 114 109
110 111 106
107 108 103
103 104 98
100 101 95
97 98 92
96 97 91
98 97 93
98 97 93
98 97 93
98 97 93
98 97 93
98 97 93
98 97 93
98 97 93
94 93 89
93 92 88
91 90 86
90 89 85
90 89 85
91 90 86
92 91 87
93 92 88
91 90 86
91 90 86
91 90 86
91 90 86
91 90 86
91 90 86
91 90 86
91 90 86
88 87 83
87 86 82
86 85 81
85 84 80
84 83 79
83 82 78
82 81 77
81 80 76
80 80 78
79 79 77
78 78 76
77 77 75
76 76 74
77 77 75
77 77 75
78 78 76
78 78 76
78 78 76
77 77 75
76 76 74
75 75 73
75 75 73
74 74 72
74 74 72
73 73 73
73 73 73
103 103 103
104 104 104
105 105 105
106 106 106
108 108 108
109 109 109
111 111 111
112 112 112
117 117 117
117 117 117
119 119 119
120 120 120
120 120 120
120 120 120
119 119 119
119 119 119
118 118 120
118 118 120
119 119 121
120 120 122
122 122 124
123 123 125
124 124 126
124 124 126
124 124 126
124 124 126
124 124 126
124 124 126
125 125 127
126 126 128
128 128 130
128 128 130
128 128 136
129 129 137
130 130 138
131 131 139
131 131 139
131 131 139
131 131 139
130 130 138
129 129 137
129 129 137
129 129 137
129 129 137
130 130 138
130 130 138
131 131 139
131 131 139
130 130 132
138 138 140
139 139 141
94 94 96
62 62 64
0 0 2
23 23 25
101 101 103
127 127 129
129 129 131
88 88 90
60 60 62
92 92 94
123 123 125
121 121 123
120 120 122
116 116 118
116 116 116
114 114 114
113 113 113
111 111 111
109 109 109
108 108 106
107 107 105
113 113 111
112 113 108
110 111 106
107 108 103
103 104 98
99 100 94
96 97 91
94 95 89
96 95 91
96 95 91
96 95 91
96 95 91
96 95 91
96 95 91
96 95 91
96 95 91
92 91 87
91 90 86
90 89 85
89 88 84
89 88 84
90 89 85
91 90 86
92 91 87
91 90 86
91 90 86
91 90 86
91 90 86
91 90 86
91 90 86
91 90 86
91 90 86
87 86 82
86 85 81
85 84 80
83 82 78
82 81 77
81 80 76
79 78 74
79 78 74
77 77 75
77 77 75
77 77 75
76 76 74
76 76 74
76 76 74
77 77 75
77 77 75
77 77 75
77 77 75
77 77 75
76 76 74
75 75 73
74 74 72
74 74 72
73 73 71
74 74 74
74 74 74
104 104 104
104 104 104
106 106 106
108 108 108
109 109 109
111 111 111
111 111 111
112 112 112
117 117 117
118 118 118
119 119 119
120 120 120
120 120 120
120 120 120
120 120 120
119 119 119
118 118 120
119 119 121
120 120 122
121 121 123
122 122 124
123 123 125
124 124 126
125 125 127
125 125 127
125 125 127
125 125 127
125 125 127
126 126 128
127 127 129
129 129 131
129 129 131
129 129 137
129 129 137
130 130 138
131 131 139
132 132 140
132 132 140
131 131 139
131 131 139
129 129 137
130 130 138
130 130 138
131 131 139
131 131 139
132 132 140
132 132 140
132 132 140
132 132 134
130 130 132
114 114 116
41 41 43
1 1 3
3 3 5
88 88 90
135 135 137
127 127 129
127 127 129
90 90 92
62 62 64
90 90 92
123 123 125
124 124 126
116 116 118
117 117 119
117 117 117
115 115 115
113 113 113
111 111 111
109 109 109
108 108 106
107 107 105
112 112 110
112 113 108
110 111 106
107 108 103
104 105 99
99 100 94
96 97 91
93 94 88
94 93 89
94 93 89
94 93 89
94 93 89
94 93 89
94 93 89
94 93 89
94 93 89
90 89 85
90 89 85
89 88 84
88 87 83
88 87 83
88 87 83
88 87 83
89 88 84
89 88 84
89 88 84
89 88 84
89 88 84
89 88 84
89 88 84
89 88 84
89 88 84
85 84 80
85 84 80
83 82 78
82 81 77
80 79 75
78 77 73
77 76 72
76 75 71
75 75 73
75 75 73
76 76 74
76 76 74
76 76 74
76 76 74
76 76 74
76 76 74
77 77 75
77 77 75
76 76 74
75 75 73
74 74 72
74 74 72
73 73 71
73 73 71
74 74 74
74 74 74
105 105 105
106 106 106
108 108 108
110 110 110
112 112 112
112 112 112
113 113 113
113 113 113
118 118 118
118 118 118
120 120 120
120 120 120
121 121 121
121 121 121
120 120 120
120 120 120
119 119 121
119 119 121
120 120 122
121 121 123
123 123 125
124 124 126
125 125 127
125 125 127
125 125 127
125 125 127
125 125 127
125 125 127
126 126 128
127 127 129
129 129 131
130 130 132
129 129 137
130 130 138
131 131 139
132 132 140
132 132 140
132 132 140
132 132 140
131 131 139
130 130 138
130 130 138
132 132 140
133 133 141
133 133 141
133 133 141
132 132 140
132 132 140
139 139 141
122 122 124
72 72 74
7 7 9
0 0 2
57 57 59
136 136 138
127 127 129
127 127 129
127 127 129
96 96 98
69 69 71
88 88 90
123 123 125
127 127 129
112 112 114
118 118 120
118 118 118
116 116 116
114 114 114
113 113 113
111 111 111
110 110 108
109 109 107
112 112 110
112 113 108
111 112 107
109 110 105
105 106 100
100 101 95
96 97 91
94 95 89
93 92 88
93 92 88
93 92 88
93 92 88
93 92 88
93 92 88
93 92 88
93 92 88
90 89 85
90 89 85
89 88 84
88 87 83
87 86 82
86 85 81
86 85 81
85 84 80
87 86 82
87 86 82
87 86 82
87 86 82
87 86 82
87 86 82
87 86 82
87 86 82
84 83 79
83 82 78
82 81 77
80 79 75
78 77 73
76 75 71
75 74 70
74 73 69
73 73 71
74 74 72
75 75 73
76 76 74
76 76 74
76 76 74
75 75 73
75 75 73
77 77 75
76 76 74
76 76 74
75 75 73
74 74 72
73 73 71
73 73 71
72 72 70
73 73 73
73 73 73
106 106 106
107 107 107
110 110 110
112 112 112
114 114 114
114 114 114
114 114 114
114 114 114
118 118 118
119 119 119
120 120 120
121 121 121
121 121 121
121 121 121
121 121 121
120 120 120
119 119 121
120 120 122
121 121 123
122 122 124
123 123 125
124 124 126
125 125 127
125 125 127
125 125 127
125 125 127
125 125 127
125 125 127
126 126 128
127 127 129
128 128 130
129 129 131
129 129 137
130 130 138
131 131 139
132 132 140
133 133 141
132 132 140
132 132 140
131 131 139
130 130 138
131 131 139
132 132 140
134 134 142
134 134 142
134 134 142
133 133 141
132 132 140
137 137 139
121 121 123
35 35 37
2 2 4
34 34 36
109 109 111
146 146 148
119 119 121
130 130 132
129 129 131
102 102 104
71 71 73
84 84 86
121 121 123
130 130 132
114 114 116
119 119 121
118 118 118
117 117 117
116 116 116
114 114 114
113 113 113
112 112 110
111 111 109
113 113 111
113 114 109
112 113 108
110 111 106
107 108 102
102 103 97
97 98 92
94 95 89
91 90 86
91 90 86
91 90 86
91 90 86
91 90 86
91 90 86
91 90 86
91 90 86
90 89 85
90 89 85
89 88 84
88 87 83
86 85 81
84 83 79
83 82 78
82 81 77
85 84 80
85 84 80
85 84 80
85 84 80
85 84 80
85 84 80
85 84 80
85 84 80
83 82 78
82 81 77
81 80 76
79 78 74
77 76 72
74 73 69
73 72 68
72 71 67
71 71 69
72 72 70
74 74 72
75 75 73
76 76 74
76 76 74
75 75 73
74 74 72
76 76 74
76 76 74
75 75 73
75 75 73
74 74 72
73 73 71
72 72 70
72 72 70
72 72 70
72 72 70
107 107 107
108 108 108
111 111 111
114 114 114
115 115 115
116 116 116
115 115 115
115 115 115
118 118 118
119 119 119
120 120 120
121 121 121
121 121 121
121 121 121
121 121 121
120 120 120
119 119 121
120 120 122
121 121 123
122 122 124
123 123 125
124 124 126
125 125 127
126 126 128
125 125 127
124 124 126
124 124 126
124 124 126
125 125 127
127 127 129
128 128 130
129 129 131
130 130 138
130 130 138
131 131 139
132 132 140
133 133 141
133 133 141
132 132 140
132 132 140
130 130 138
131 131 139
133 133 141
134 134 142
135 135 143
134 134 142
133 133 141
132 132 140
125 125 127
119 119 121
14 14 16
6 6 8
65 65 67
128 128 130
133 133 135
123 123 125
131 131 133
129 129 131
102 102 104
70 70 72
79 79 81
118 118 120
133 133 135
118 118 120
119 119 121
119 119 119
118 118 118
117 117 117
115 115 115
114 114 114
113 113 111
113 113 111
113 113 111
114 115 110
113 114 109
111 112 107
108 109 103
103 104 98
98 99 93
95 96 90
90 89 85
90 89 85
90 89 85
90 89 85
90 89 85
90 89 85
90 89 85
90 89 85
90 89 85
90 89 85
89 88 84
88 87 83
86 85 81
83 82 78
81 80 76
80 79 75
84 83 79
84 83 79
84 83 79
84 83 79
84 83 79
84 83 79
84 83 79
84 83 79
83 82 78
82 81 77
80 79 75
78 77 73
76 75 71
74 73 69
72 71 67
71 70 66
70 70 68
72 72 70
74 74 72
75 75 73
76 76 74
76 76 74
75 75 73
74 74 72
76 76 74
76 76 74
75 75 73
74 74 72
73 73 71
73 73 71
72 72 70
72 72 70
72 72 70
72 72 70
106 106 106
109 109 109
112 112 112
113 113 113
113 113 113
113 113 113
115 115 115
117 117 117
118 118 118
119 119 119
120 120 120
122 122 122
122 122 122
123 123 123
122 122 122
122 122 122
119 119 121
120 120 122
121 121 123
122 122 124
124 124 126
125 125 127
126 126 128
127 127 129
128 128 130
125 125 127
122 122 124
122 122 124
126 126 128
130 130 132
132 132 134
132 132 134
128 128 136
126 126 134
128 128 136
132 132 140
131 131 139
127 127 135
131 131 139
140 140 148
137 137 145
137 137 145
138 138 146
138 138 146
136 136 144
134 134 142
132 132 140
130 130 138
131 131 133
54 54 56
10 10 12
20 20 22
73 73 75
134 134 136
138 138 140
125 125 127
124 124 126
124 124 126
109 109 111
78 78 80
75 75 77
113 113 115
134 134 136
116 116 118
119 119 121
118 118 118
116 116 116
114 114 114
113 113 113
114 114 114
115 115 113
115 115 113
117 117 115
113 114 109
109 110 105
107 108 103
106 107 101
103 104 98
97 98 92
92 93 87
93 92 88
92 91 87
89 88 84
86 85 81
83 82 78
84 83 79
86 85 81
88 87 83
85 84 80
90 89 85
95 94 90
95 94 90
90 89 85
83 82 78
77 76 72
75 74 70
84 83 79
83 82 78
82 81 77
82 81 77
82 81 77
83 82 78
85 84 80
85 84 80
87 86 82
84 83 79
81 80 76
80 79 75
80 79 75
78 77 73
73 72 68
69 68 64
71 71 69
73 73 71
75 75 73
75 75 73
74 74 72
72 72 70
71 71 69
71 71 69
74 74 72
73 73 71
73 73 71
72 72 70
72 72 70
71 71 69
71 71 69
70 70 68
70 70 68
70 70 68
106 106 106
109 109 109
112 112 112
113 113 113
113 113 113
114 114 114
115 115 115
117 117 117
119 119 119
120 120 120
121 121 121
123 123 123
123 123 123
124 124 124
123 123 123
123 123 123
120 120 122
120 120 122
120 120 122
121 121 123
122 122 124
122 122 124
123 123 125
123 123 125
129 129 131
128 128 130
126 126 128
126 126 128
126 126 128
127 127 129
127 127 129
127 127 129
132 132 140
129 129 137
131 131 139
137 137 145
138 138 146
131 131 139
127 127 135
128 128 136
135 135 143
136 136 144
136 136 144
136 136 144
135 135 143
133 133 141
131 131 139
130 130 138
123 123 125
30 30 32
6 6 8
7 7 9
79 79 81
126 126 128
129 129 131
121 121 123
123 123 125
123 123 125
108 108 110
78 78 80
75 75 77
111 111 113
132 132 134
116 116 118
119 119 121
118 118 118
116 116 116
115 115 115
114 114 114
114 114 114
115 115 113
115 115 113
100 100 98
107 108 103
115 116 111
115 116 111
109 110 104
102 103 97
98 99 93
98 99 93
103 102 98
91 90 86
80 79 75
81 80 76
90 89 85
95 94 90
91 90 86
83 82 78
100 99 95
93 92 88
75 74 70
45 44 40
14 13 9
1 0 0
1 0 0
9 8 4
23 22 18
37 36 32
60 59 55
81 80 76
93 92 88
93 92 88
87 86 82
81 80 76
78 77 73
82 81 77
82 81 77
75 74 70
65 64 60
63 62 58
73 72 68
83 82 78
78 78 76
71 71 69
66 66 64
66 66 64
71 71 69
74 74 72
72 72 70
68 68 66
72 72 70
72 72 70
72 72 70
72 72 70
71 71 69
71 71 69
71 71 69
71 71 69
69 70 65
69 70 65
106 106 106
109 109 109
112 112 112
114 114 114
114 114 114
114 114 114
115 115 115
117 117 117
120 120 120
121 121 121
123 123 123
124 124 124
125 125 125
125 125 125
125 125 125
124 124 124
125 125 127
125 125 127
125 125 127
125 125 127
125 125 127
125 125 127
125 125 127
125 125 127
122 122 124
124 124 126
126 126 128
127 127 129
126 126 128
126 126 128
127 127 129
128 128 130
125 125 133
122 122 130
123 123 131
131 131 139
137 137 145
136 136 144
133 133 141
133 133 141
133 133 141
134 134 142
134 134 142
134 134 142
133 133 141
132 132 140
130 130 138
129 129 137
124 124 126
9 9 11
12 12 14
6 6 8
101 101 103
126 126 128
128 128 130
124 124 126
123 123 125
122 122 124
107 107 109
78 78 80
74 74 76
109 109 111
130 130 132
116 116 118
119 119 121
118 118 118
117 117 117
115 115 115
115 115 115
114 114 114
115 115 113
115 115 113
120 120 118
112 113 108
103 104 99
98 99 94
101 102 96
105 106 100
107 108 102
107 108 102
79 78 74
91 90 86
102 101 97
100 99 95
88 87 83
80 79 75
83 82 78
89 88 84
63 62 58
35 34 30
5 4 0
1 0 0
8 7 3
23 22 18
28 27 23
25 24 20
11 10 6
9 8 4
8 7 3
14 13 9
29 28 24
52 51 47
75 74 70
89 88 84
92 91 87
82 81 77
75 74 70
78 77 73
86 85 81
82 81 77
65 64 60
47 46 42
60 60 58
69 69 67
79 79 77
81 81 79
77 77 75
71 71 69
70 70 68
71 71 69
70 70 68
70 70 68
70 70 68
70 70 68
71 71 69
71 71 69
71 71 69
71 71 69
68 69 64
68 69 64
107 107 107
110 110 110
113 113 113
114 114 114
114 114 114
114 114 114
116 116 116
118 118 118
122 122 122
122 122 122
124 124 124
125 125 125
126 126 126
126 126 126
126 126 126
126 126 126
126 126 128
126 126 128
126 126 128
127 127 129
127 127 129
127 127 129
128 128 130
128 128 130
127 127 129
129 129 131
131 131 133
130 130 132
129 129 131
128 128 130
130 130 132
132 132 134
141 141 149
136 136 144
132 132 140
131 131 139
130 130 138
130 130 138
130 130 138
131 131 139
131 131 139
131 131 139
131 131 139
131 131 139
131 131 139
130 130 138
130 130 138
130 130 138
123 123 125
0 0 2
21 21 23
18 18 20
125 125 127
128 128 130
128 128 130
129 129 131
123 123 125
121 121 123
107 107 109
79 79 81
73 73 75
106 106 108
127 127 129
116 116 118
119 119 121
118 118 118
118 118 118
117 117 117
116 116 116
115 115 115
115 115 113
115 115 113
107 107 105
109 110 105
111 112 107
111 112 107
108 109 103
102 103 97
97 98 92
93 94 88
111 110 106
97 96 92
85 84 80
86 85 81
89 88 84
77 76 72
47 46 42
20 19 15
4 3 0
15 14 10
25 24 20
22 21 17
17 16 12
25 24 20
49 48 44
71 70 66
98 97 93
89 88 84
74 73 69
55 54 50
37 36 32
22 21 17
12 11 7
7 6 2
46 45 41
64 63 59
80 79 75
79 78 74
67 66 62
61 60 56
71 70 66
83 82 78
64 64 62
69 69 67
75 75 73
78 78 76
76 76 74
73 73 71
71 71 69
70 70 68
67 67 65
68 68 66
68 68 66
69 69 67
69 69 67
70 70 68
70 70 68
71 71 69
66 67 62
66 67 62
107 107 107
110 110 110
113 113 113
115 115 115
115 115 115
115 115 115
116 116 116
118 118 118
122 122 122
123 123 123
124 124 124
126 126 126
126 126 126
127 127 127
126 126 126
126 126 126
123 123 125
124 124 126
124 124 126
125 125 127
126 126 128
127 127 129
128 128 130
128 128 130
126 126 128
126 126 128
124 124 126
122 122 124
120 120 122
119 119 121
121 121 123
122 122 124
120 120 128
123 123 131
124 124 132
124 124 132
125 125 133
127 127 135
129 129 137
130 130 138
129 129 137
129 129 137
129 129 137
129 129 137
129 129 137
130 130 138
130 130 138
131 131 139
106 106 108
0 0 2
18 18 20
37 37 39
134 134 136
124 124 126
122 122 124
125 125 127
124 124 126
120 120 122
107 107 109
81 81 83
73 73 75
103 103 105
125 125 127
117 117 119
119 119 121
119 119 119
118 118 118
118 118 118
117 117 117
116 116 116
115 115 113
115 115 113
103 103 101
112 113 108
116 117 112
107 108 103
93 94 88
89 90 84
99 100 94
111 112 106
100 99 95
100 99 95
90 89 85
62 61 57
27 26 22
4 3 0
2 1 0
9 8 4
19 18 14
19 18 14
28 27 23
51 50 46
79 78 74
95 94 90
95 94 90
88 87 83
72 71 67
80 79 75
90 89 85
97 96 92
95 94 90
84 83 79
71 70 66
61 60 56
24 23 19
19 18 14
22 21 17
43 42 38
70 69 65
82 81 77
74 73 69
61 60 56
88 88 86
74 74 72
60 60 58
60 60 58
70 70 68
76 76 74
73 73 71
66 66 64
66 66 64
66 66 64
67 67 65
67 67 65
68 68 66
69 69 67
69 69 67
69 69 67
64 65 59
64 65 59
108 108 108
110 110 110
114 114 114
115 115 115
115 115 115
115 115 115
117 117 117
119 119 119
122 122 122
123 123 123
124 124 124
125 125 125
126 126 126
126 126 126
126 126 126
126 126 126
127 127 129
127 127 129
127 127 129
128 128 130
128 128 130
129 129 131
129 129 131
129 129 131
129 129 131
127 127 129
127 127 129
129 129 131
133 133 135
136 136 138
137 137 139
136 136 138
122 122 130
128 128 136
133 133 141
135 135 143
138 138 146
139 139 147
135 135 143
128 128 136
129 129 137
128 128 136
128 128 136
128 128 136
129 129 137
130 130 138
132 132 140
133 133 141
82 82 84
1 1 3
12 12 14
68 68 70
136 136 138
126 126 128
120 120 122
124 124 126
125 125 127
121 121 123
108 108 110
83 83 85
75 75 77
102 102 104
125 125 127
119 119 121
118 118 120
119 119 119
119 119 119
119 119 119
118 118 118
117 117 117
115 115 113
114 114 112
121 121 119
111 112 107
101 102 97
101 102 97
106 107 101
109 110 104
103 104 98
95 96 90
78 77 73
49 48 44
16 15 11
3 2 0
13 12 8
29 28 24
36 35 31
35 34 30
72 71 67
92 91 87
109 108 104
103 102 98
81 80 76
67 66 62
72 71 67
85 84 80
84 83 79
84 83 79
84 83 79
85 84 80
86 85 81
87 86 82
89 88 84
89 88 84
82 81 77
72 71 67
49 48 44
20 19 15
2 1 0
12 11 7
45 44 40
74 73 69
64 64 62
73 73 71
82 82 80
82 82 80
75 75 73
69 69 67
68 68 66
70 70 68
66 66 64
66 66 64
66 66 64
66 66 64
66 66 64
67 67 65
67 67 65
67 67 65
62 63 57
62 63 57
108 108 108
111 111 111
114 114 114
115 115 115
115 115 115
116 116 116
117 117 117
119 119 119
121 121 121
122 122 122
123 123 123
125 125 125
125 125 125
126 126 126
125 125 125
125 125 125
128 128 130
127 127 129
127 127 129
126 126 128
124 124 126
123 123 125
122 122 124
122 122 124
133 133 135
130 130 132
129 129 131
133 133 135
137 137 139
136 136 138
128 128 130
120 120 122
117 117 125
115 115 123
113 113 121
115 115 123
128 128 136
138 138 146
132 132 140
119 119 127
129 129 137
128 128 136
128 128 136
128 128 136
129 129 137
131 131 139
133 133 141
134 134 142
57 57 59
15 15 17
4 4 6
100 100 102
134 134 136
131 131 133
125 125 127
128 128 130
127 127 129
122 122 124
110 110 112
86 86 88
76 76 78
101 101 103
124 124 126
121 121 123
118 118 120
119 119 119
120 120 120
120 120 120
119 119 119
117 117 117
115 115 113
114 114 112
107 107 105
102 103 98
103 104 99
114 115 110
120 121 115
102 103 97
62 63 57
28 29 23
19 18 14
23 22 18
28 27 23
31 30 26
39 38 34
57 56 52
82 81 77
101 100 96
79 78 74
75 74 70
73 72 68
78 77 73
86 85 81
90 89 85
86 85 81
81 80 76
89 88 84
91 90 86
94 93 89
96 95 91
94 93 89
89 88 84
84 83 79
80 79 75
91 90 86
88 87 83
86 85 81
86 85 81
78 77 73
55 54 50
22 21 17
1 0 0
26 26 24
47 47 45
71 71 69
81 81 79
75 75 73
67 67 65
67 67 65
70 70 68
66 66 64
66 66 64
66 66 64
65 65 63
65 65 63
65 65 63
65 65 63
65 65 63
61 62 56
61 62 56
108 108 108
111 111 111
114 114 114
116 116 116
116 116 116
116 116 116
117 117 117
119 119 119
120 120 120
121 121 121
123 123 123
124 124 124
125 125 125
125 125 125
125 125 125
125 125 125
120 120 122
119 119 121
117 117 119
115 115 117
112 112 114
110 110 112
108 108 110
107 107 109
104 104 106
97 97 99
90 90 92
87 87 89
83 83 85
69 69 71
48 48 50
30 30 32
0 0 7
0 0 7
0 0 7
22 22 30
70 70 78
116 116 124
135 135 143
132 132 140
129 129 137
128 128 136
128 128 136
128 128 136
129 129 137
132 132 140
134 134 142
136 136 144
37 37 39
21 21 23
0 0 2
117 117 119
128 128 130
132 132 134
126 126 128
129 129 131
128 128 130
123 123 125
111 111 113
87 87 89
77 77 79
101 101 103
124 124 126
122 122 124
118 118 120
119 119 119
120 120 120
120 120 120
119 119 119
118 118 118
115 115 113
114 114 112
116 116 114
117 118 113
107 108 103
77 78 73
41 42 36
20 21 15
23 24 18
33 34 28
33 32 28
42 41 37
61 60 56
83 82 78
99 98 94
102 101 97
93 92 88
84 83 79
92 91 87
91 90 86
90 89 85
87 86 82
85 84 80
83 82 78
84 83 79
85 84 80
89 88 84
88 87 83
86 85 81
84 83 79
84 83 79
86 85 81
88 87 83
90 89 85
77 76 72
81 80 76
85 84 80
85 84 80
81 80 76
79 78 74
79 78 74
80 79 75
33 33 31
14 14 12
4 4 2
23 23 21
59 59 57
81 81 79
76 76 74
60 60 58
66 66 64
66 66 64
66 66 64
65 65 63
64 64 62
64 64 62
63 63 61
63 63 61
60 61 55
60 61 55
111 111 111
110 110 110
109 109 109
109 109 109
110 110 110
112 112 112
114 114 114
115 115 115
118 118 118
128 128 128
119 119 119
125 125 125
127 127 127
125 125 125
135 135 135
126 126 126
62 63 58
9 10 5
5 6 1
8 9 4
0 1 0
0 1 0
5 6 1
0 1 0
2 3 0
10 11 6
22 23 18
30 31 26
31 32 27
24 25 20
13 14 9
6 7 2
1 0 6
17 16 22
5 4 10
2 1 7
3 2 8
74 73 79
136 135 141
130 129 135
132 131 137
130 129 135
126 125 131
135 134 140
121 120 126
140 139 145
126 125 131
140 139 145
19 19 21
22 22 24
20 20 22
136 136 138
127 127 129
127 127 129
129 129 131
124 124 126
129 129 131
126 126 128
107 107 109
81 81 83
78 78 80
98 98 100
118 118 120
122 122 124
130 130 130
107 107 107
129 129 129
113 113 113
108 108 108
123 123 123
102 102 102
124 124 124
75 75 75
33 33 33
0 0 0
0 0 0
17 17 17
30 30 30
37 37 37
42 42 42
98 98 96
98 98 96
98 98 96
98 98 96
96 96 94
94 94 92
91 91 89
89 89 87
85 85 83
85 85 83
85 85 83
85 85 83
85 85 83
85 85 83
85 85 83
85 85 83
87 88 83
87 88 83
87 88 83
86 87 82
86 87 82
84 85 80
83 84 79
82 83 78
81 82 77
81 82 77
82 83 78
82 83 78
82 83 78
82 83 78
82 83 78
83 84 79
84 85 80
78 79 74
51 52 47
17 18 13
8 9 4
33 34 29
66 67 62
84 85 80
67 68 63
66 67 62
62 63 58
61 62 57
67 68 63
72 73 68
66 67 62
55 56 51
60 61 56
60 61 56
109 109 109
109 109 109
109 109 109
109 109 109
110 110 110
112 112 112
114 114 114
116 116 116
120 120 120
128 128 128
120 120 120
124 124 124
124 124 124
122 122 122
129 129 129
113 113 113
10 11 6
0 1 0
14 15 10
29 30 25
24 25 20
22 23 18
16 17 12
7 8 3
11 12 7
17 18 13
26 27 22
35 36 31
39 40 35
38 39 34
35 36 31
32 33 28
43 42 48
48 47 53
45 44 50
0 0 5
3 2 8
42 41 47
133 132 138
127 126 132
128 127 133
129 128 134
129 128 134
137 136 142
125 124 130
136 135 141
138 137 143
124 123 129
12 12 14
11 11 13
42 42 44
138 138 140
127 127 129
126 126 128
130 130 132
128 128 130
128 128 130
126 126 128
109 109 111
84 84 86
80 80 82
100 100 102
118 118 120
122 122 124
117 117 117
125 125 125
109 109 109
132 132 132
108 108 108
107 107 107
137 137 137
42 42 42
5 5 5
9 9 9
19 19 19
27 27 27
29 29 29
43 43 43
82 82 82
122 122 122
98 98 96
99 99 97
99 99 97
98 98 96
97 97 95
94 94 92
92 92 90
90 90 88
86 86 84
86 86 84
86 86 84
86 86 84
86 86 84
86 86 84
86 86 84
86 86 84
87 88 83
87 88 83
87 88 83
87 88 83
86 87 82
85 86 81
84 85 80
83 84 79
82 83 78
82 83 78
82 83 78
82 83 78
82 83 78
83 84 79
83 84 79
83 84 79
85 86 81
69 70 65
66 67 62
76 77 72
65 66 61
37 38 33
26 27 22
35 36 31
67 68 63
72 73 68
74 75 70
68 69 64
58 59 54
55 56 51
63 64 59
72 73 68
61 62 57
61 62 57
106 106 106
107 107 107
107 107 107
108 108 108
110 110 110
113 113 113
115 115 115
116 116 116
121 121 121
127 127 127
119 119 119
124 124 124
121 121 121
119 119 119
122 122 122
93 93 93
4 4 2
17 17 15
17 17 15
15 15 13
26 26 24
46 46 44
72 72 70
93 93 91
105 105 103
107 107 105
112 112 110
117 117 115
122 122 120
126 126 124
129 129 127
131 131 129
132 131 137
122 121 127
123 122 128
13 12 18
17 16 22
14 13 19
130 129 135
123 122 128
126 125 131
129 128 134
131 130 136
136 135 141
129 128 134
126 125 131
144 143 149
86 85 91
11 11 13
2 2 4
77 77 79
139 139 141
125 125 127
123 123 125
128 128 130
128 128 130
127 127 129
126 126 128
111 111 113
88 88 90
84 84 86
103 103 105
119 119 121
121 121 123
108 108 108
134 134 134
116 116 116
102 102 102
123 123 123
82 82 82
14 14 14
14 14 14
23 23 23
11 11 11
19 19 19
60 60 60
105 105 105
121 121 121
111 111 111
98 98 98
99 99 97
99 99 97
99 99 97
98 98 96
96 96 94
94 94 92
92 92 90
91 91 89
87 87 85
87 87 85
87 87 85
87 87 85
87 87 85
87 87 85
87 87 85
87 87 85
88 89 84
88 89 84
87 88 83
86 87 82
86 87 82
85 86 81
84 85 80
84 85 80
83 84 79
83 84 79
83 84 79
83 84 79
83 84 79
83 84 79
83 84 79
83 84 79
74 75 70
77 78 73
78 79 74
77 78 73
74 75 70
64 65 60
43 44 39
23 24 19
30 31 26
40 41 36
59 60 55
72 73 68
68 69 64
56 57 52
58 59 54
68 69 64
61 62 57
61 62 57
103 103 103
104 104 104
106 106 106
108 108 108
110 110 110
113 113 113
115 115 115
116 116 116
120 120 120
123 123 123
119 119 119
124 124 124
119 119 119
120 120 120
118 118 118
74 74 74
2 2 2
77 77 77
115 115 115
133 133 133
150 150 150
139 139 139
127 127 127
127 127 127
123 123 123
122 122 122
122 122 122
122 122 122
124 124 124
127 127 127
130 130 130
132 132 132
133 132 138
125 124 130
131 130 136
7 6 12
12 11 17
6 5 11
136 135 141
134 133 139
128 127 133
130 129 135
127 126 132
131 130 136
130 129 135
118 117 123
137 136 142
37 36 42
21 21 23
5 5 7
107 107 109
134 134 136
122 122 124
122 122 124
124 124 126
124 124 126
125 125 127
126 126 128
113 113 115
91 91 93
88 88 90
106 106 108
120 120 122
120 120 122
114 114 114
121 121 121
114 114 114
105 105 105
61 61 61
5 5 5
0 0 0
5 5 5
42 42 42
74 74 74
113 113 113
126 126 126
110 110 110
91 91 91
96 96 96
113 113 113
100 100 98
99 99 97
99 99 97
97 97 95
96 96 94
94 94 92
92 92 90
92 92 90
89 89 87
89 89 87
89 89 87
89 89 87
89 89 87
89 89 87
89 89 87
89 89 87
89 90 85
88 89 84
87 88 83
86 87 82
85 86 81
84 85 80
84 85 80
84 85 80
83 84 79
83 84 79
83 84 79
83 84 79
82 83 78
82 83 78
82 83 78
82 83 78
74 75 70
80 81 76
