87 130
4 4 4
4 4 4
4 4 4
4 4 4
4 4 4
4 4 4
3 3 3
3 3 3
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
12 14 0
4 7 0
0 4 0
0 6 3
2 7 10
6 4 9
16 0 3
30 0 0
59 6 0
92 24 11
101 22 7
88 5 0
84 0 0
81 2 0
76 2 1
76 5 9
65 0 0
67 0 0
69 0 1
73 0 2
74 0 3
75 0 4
73 3 5
73 5 4
69 5 3
63 0 0
68 1 0
81 6 1
88 2 1
92 0 0
107 1 3
131 18 22
170 0 0
167 5 3
152 8 7
125 3 0
104 0 0
96 1 0
100 5 1
108 4 1
119 6 2
121 0 0
122 0 0
122 0 0
119 0 0
110 4 4
99 5 5
90 1 3
112 0 0
118 0 0
127 7 6
135 17 15
130 15 12
120 7 3
111 2 0
111 3 0
98 0 0
99 0 0
102 5 0
100 5 0
94 3 0
92 1 0
90 1 0
90 1 0
83 0 0
88 0 0
97 1 3
107 3 4
112 2 3
116 0 0
116 0 0
114 0 0
105 0 0
98 0 0
89 5 3
77 9 8
62 11 8
44 6 5
27 0 0
15 0 0
8 4 5
9 7 8
11 9 10
9 9 9
6 6 6
4 6 5
6 8 7
9 11 10
4 8 7
6 8 7
5 7 6
4 6 5
5 5 5
4 4 4
3 3 3
3 3 3
3 3 3
3 3 3
4 4 4
4 4 4
4 4 4
5 5 5
5 5 5
5 5 5
4 4 4
4 4 4
4 4 4
4 4 4
4 4 4
4 4 4
4 4 4
4 4 4
3 3 3
3 3 3
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
5 9 0
6 10 0
8 11 4
10 10 8
12 6 8
14 0 0
22 0 0
36 0 0
86 18 7
119 36 20
124 31 14
104 8 0
95 1 0
92 4 0
85 3 5
83 4 9
68 0 0
69 0 0
72 0 0
74 0 0
75 0 3
76 0 4
74 2 5
74 4 4
74 6 5
66 0 0
70 0 0
86 7 3
92 2 1
93 0 0
111 0 0
136 17 21
175 3 0
172 9 4
157 9 5
133 1 0
114 0 0
108 0 0
115 3 1
122 4 2
136 8 5
140 2 0
138 0 0
133 0 0
126 1 0
115 3 1
101 1 1
91 0 0
110 0 0
121 3 1
132 17 14
136 20 20
127 13 12
115 3 1
108 0 0
105 0 0
98 0 0
101 0 0
101 3 0
99 4 0
95 0 0
92 0 0
91 0 0
93 2 0
91 0 2
97 0 3
103 0 4
112 2 5
117 1 2
122 0 1
122 0 0
122 0 0
114 0 0
109 0 0
99 1 0
87 3 1
77 7 7
67 9 8
49 0 0
32 0 0
18 2 3
16 2 2
14 2 4
12 3 4
10 6 5
8 8 6
7 9 6
4 10 6
2 8 4
2 8 4
1 7 3
2 6 5
3 5 4
4 4 4
3 3 3
4 2 3
4 4 4
4 4 4
4 4 4
4 4 4
4 4 4
4 4 4
5 5 5
5 5 5
3 3 3
3 3 3
3 3 3
3 3 3
3 3 3
3 3 3
3 3 3
3 3 3
3 3 3
3 3 3
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
0 7 0
6 11 4
12 13 8
14 6 4
16 0 0
28 0 0
47 0 0
67 0 0
112 24 10
140 39 21
140 33 15
122 12 0
111 7 0
104 6 3
92 2 4
89 2 8
75 4 2
76 2 1
76 0 2
76 0 0
77 0 2
76 0 2
75 0 3
73 1 4
76 6 6
69 0 0
75 0 0
88 5 1
95 0 0
99 0 0
115 0 0
137 13 15
180 9 1
177 12 6
165 12 7
142 3 0
125 0 0
122 0 0
130 2 1
139 4 1
155 12 8
160 11 7
161 9 4
150 5 0
134 0 0
116 0 0
103 0 0
96 1 0
112 0 0
123 9 8
131 17 16
128 16 14
115 6 3
107 0 0
103 0 0
102 0 0
103 0 0
101 0 0
98 0 0
96 0 0
97 0 0
96 1 0
97 2 0
98 3 1
102 1 7
102 0 5
106 0 3
113 0 3
125 2 5
131 2 6
131 0 1
128 0 0
121 0 0
117 0 0
109 0 0
101 0 0
97 7 7
93 13 14
79 7 8
66 0 0
34 3 8
27 0 2
19 0 0
16 0 0
16 6 4
15 11 8
8 10 5
1 8 1
0 9 3
0 9 3
0 8 2
0 7 2
1 5 4
3 5 4
3 3 3
4 2 3
5 5 5
5 5 5
4 4 4
4 4 4
4 4 4
4 4 4
4 4 4
4 4 4
3 3 3
3 3 3
3 3 3
3 3 3
3 3 3
3 3 3
3 3 3
3 3 3
3 3 3
3 3 3
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
0 9 6
6 10 9
9 5 4
11 0 0
24 0 0
51 0 0
87 14 5
114 22 9
133 26 8
152 33 13
148 25 7
137 15 0
129 15 5
116 8 6
98 0 2
95 0 6
82 6 6
80 4 4
79 1 1
78 0 1
77 0 0
76 0 1
76 0 2
73 0 2
79 5 6
76 2 1
79 0 0
90 1 0
101 0 0
111 0 0
126 2 2
139 9 11
180 9 0
181 14 5
170 13 6
153 4 0
140 0 0
141 0 0
149 3 3
158 6 5
172 13 10
177 14 9
176 14 9
163 10 4
141 2 0
121 0 0
107 0 0
102 0 0
113 4 1
121 12 9
124 14 13
116 6 5
105 0 0
102 0 0
101 0 0
103 0 0
107 3 2
103 0 0
98 0 0
98 0 0
99 0 0
102 2 4
103 3 5
102 2 4
108 3 10
106 0 7
106 0 1
115 0 2
125 0 4
132 1 6
133 0 0
130 0 0
126 0 0
121 0 0
118 0 0
118 2 2
120 12 12
116 16 16
108 14 14
100 10 10
53 6 12
43 1 5
32 0 0
26 0 0
23 5 3
18 11 5
8 9 3
0 6 0
0 9 0
0 9 0
0 9 2
0 8 2
0 6 2
3 5 4
3 3 3
4 2 3
5 5 5
5 5 5
5 5 5
4 4 4
4 4 4
4 4 4
3 3 3
3 3 3
2 2 2
2 2 2
2 2 2
2 2 2
2 2 2
2 2 2
2 2 2
2 2 2
3 3 3
3 3 3
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
2 10 13
7 8 12
11 1 2
21 0 0
47 0 0
86 16 8
121 29 16
143 32 15
149 22 3
156 21 1
152 15 0
150 18 5
148 24 16
126 10 10
102 0 0
99 0 4
84 6 4
83 3 2
81 0 1
80 0 0
79 0 0
77 0 1
77 0 2
75 0 3
79 3 5
82 4 2
84 0 0
90 0 0
107 0 0
128 8 7
143 10 11
146 8 8
176 6 0
179 13 1
175 12 5
162 5 0
154 0 0
160 2 3
170 7 8
178 10 9
184 12 8
185 12 6
180 11 4
167 9 0
149 5 0
130 1 0
114 0 0
105 0 0
112 4 2
118 10 8
118 10 8
108 0 0
101 0 0
101 0 0
105 0 0
106 0 0
106 0 2
103 0 0
102 0 0
103 0 2
105 0 4
107 2 6
106 1 5
106 1 5
105 0 7
105 0 4
108 0 3
112 0 1
119 0 0
124 0 0
130 0 0
132 0 0
131 0 0
125 0 0
126 0 0
135 10 8
135 15 14
123 9 8
114 4 3
114 6 4
72 11 18
66 9 15
55 6 9
42 3 4
27 2 0
16 3 0
8 5 0
2 8 0
0 8 0
0 8 0
0 8 0
0 7 1
0 5 1
0 4 3
4 4 4
5 3 4
6 6 6
5 5 5
5 5 5
5 5 5
4 4 4
3 3 3
3 3 3
3 3 3
2 2 2
2 2 2
2 2 2
2 2 2
2 2 2
2 2 2
2 2 2
2 2 2
3 3 3
3 3 3
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
4 8 17
9 6 13
19 0 2
39 0 0
75 12 5
116 28 16
142 31 14
151 22 1
159 18 0
158 11 0
154 7 0
159 19 6
160 28 23
133 11 10
106 0 0
103 0 2
84 5 1
84 3 0
83 0 0
81 0 0
80 0 0
80 0 2
80 0 4
79 0 5
79 0 3
85 5 4
88 0 0
92 0 0
113 1 0
144 16 13
157 19 17
154 8 8
170 3 0
177 9 0
178 11 2
169 4 0
166 1 0
173 3 4
184 10 11
192 14 12
193 11 7
186 7 0
178 6 0
168 6 0
155 6 0
138 5 0
121 0 0
107 0 0
110 2 0
116 8 6
114 6 4
104 0 0
100 0 0
106 0 0
111 3 3
109 3 3
102 0 0
105 0 1
108 2 4
109 3 7
108 2 6
107 1 5
107 1 5
107 1 5
99 0 0
104 0 4
109 0 5
110 0 0
110 0 0
114 0 0
123 0 0
132 0 0
134 0 0
127 0 0
131 0 0
143 13 11
139 14 10
121 0 0
108 0 0
111 0 0
87 12 19
86 15 21
77 17 19
58 8 9
33 0 0
17 0 0
9 0 0
7 9 0
0 6 0
0 7 0
0 8 0
0 7 1
0 5 1
0 4 3
4 4 4
5 3 4
6 6 6
6 6 6
5 5 5
5 5 5
4 4 4
3 3 3
3 3 3
3 3 3
2 2 2
2 2 2
2 2 2
2 2 2
2 2 2
2 2 2
2 2 2
2 2 2
3 3 3
3 3 3
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
6 5 1
6 5 1
6 5 1
7 6 2
8 7 3
8 7 3
9 8 4
9 8 4
5 5 15
26 16 25
28 2 5
44 0 0
96 19 9
134 31 16
146 19 2
156 14 0
173 21 0
163 8 0
159 7 0
163 19 10
154 21 16
130 6 4
110 0 0
103 0 0
84 3 0
86 2 0
85 0 0
84 0 1
83 0 2
82 0 4
80 0 4
79 0 4
78 0 1
84 3 2
84 0 0
94 0 0
125 7 3
149 17 13
159 16 12
170 18 15
180 13 0
179 12 0
175 7 0
172 3 0
178 4 3
186 8 8
188 6 5
183 0 0
190 6 0
191 10 0
187 14 0
167 5 0
147 0 0
145 8 0
135 10 6
112 0 0
108 0 0
113 5 2
111 3 1
105 0 0
105 0 0
112 4 2
113 5 5
109 1 1
110 0 1
110 0 3
111 1 4
111 1 4
111 1 4
110 0 5
110 0 5
109 0 4
98 0 1
100 0 0
102 0 0
108 0 0
114 2 1
120 2 0
122 0 0
122 0 0
124 0 0
127 0 0
134 5 0
141 12 7
137 8 3
124 0 0
120 0 0
122 0 0
84 0 6
77 0 2
75 3 6
73 13 13
56 11 8
30 0 0
14 0 0
10 1 0
3 5 0
0 5 0
0 5 0
0 7 0
2 8 4
4 6 5
2 2 2
0 0 0
5 5 5
5 5 5
4 4 4
4 4 4
3 3 3
2 2 2
2 2 2
2 2 2
2 2 2
2 2 2
2 2 2
2 2 2
2 2 2
2 2 2
2 2 2
2 2 2
2 2 2
3 3 3
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
7 6 2
7 6 2
7 6 2
7 6 2
8 7 3
8 7 3
8 7 3
8 7 3
9 3 15
17 2 9
28 0 0
58 0 0
112 22 11
152 35 18
164 25 6
166 13 0
185 26 7
175 15 1
163 9 0
158 14 6
149 16 11
133 9 7
117 1 1
110 0 0
87 4 0
86 3 0
86 0 0
84 0 0
84 0 3
82 0 4
81 0 5
80 0 5
78 0 1
88 4 4
91 0 0
99 0 0
129 7 2
153 16 10
163 14 8
174 17 12
180 15 0
183 17 1
182 14 3
181 8 1
183 5 1
187 8 4
189 6 2
187 3 0
193 11 0
192 15 0
184 15 0
170 10 0
158 10 0
146 9 1
133 4 0
123 0 0
107 0 0
110 1 0
109 0 0
106 0 0
107 0 0
113 1 0
115 3 2
111 0 0
112 0 1
113 0 2
113 0 2
114 1 5
114 1 5
113 0 4
112 0 3
111 0 2
99 1 0
99 0 0
101 0 0
105 1 0
111 3 1
113 4 1
115 2 0
116 0 0
119 0 0
122 0 0
131 6 0
141 14 8
138 11 4
127 0 0
118 0 0
118 0 0
91 0 2
85 0 0
79 0 0
76 6 6
67 9 7
49 6 0
32 2 0
21 2 0
10 1 0
6 3 0
4 5 0
3 5 0
3 5 2
2 4 3
2 4 3
2 4 3
4 4 4
4 4 4
4 4 4
3 3 3
3 3 3
2 2 2
2 2 2
2 2 2
1 1 1
2 2 2
2 2 2
2 2 2
2 2 2
2 2 2
3 3 3
3 3 3
3 3 3
3 3 3
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
8 7 3
8 7 3
8 7 3
8 7 3
8 7 3
7 6 2
7 6 2
19 6 15
22 0 3
48 2 2
91 18 11
126 24 10
153 26 9
168 21 3
170 10 0
181 19 6
176 18 7
165 14 7
154 12 8
146 14 10
137 15 12
121 6 1
107 0 0
88 5 0
88 3 0
86 1 0
85 0 0
84 0 3
83 0 5
81 0 5
81 0 6
77 0 0
89 3 2
93 0 0
103 0 0
132 7 1
154 13 6
163 10 2
173 12 4
178 15 0
183 20 3
187 19 6
186 13 6
188 10 6
191 12 7
193 12 5
190 9 0
190 15 0
193 24 3
174 14 0
160 8 0
159 16 0
140 3 0
119 0 0
122 0 0
111 0 0
113 0 0
112 0 0
109 0 0
109 0 0
113 0 0
116 2 1
114 0 0
115 1 1
115 1 1
115 1 1
116 1 4
115 0 3
114 0 2
113 0 1
112 0 0
101 1 0
101 1 0
100 0 0
104 2 0
108 5 0
109 4 0
109 2 0
110 0 0
111 0 0
116 0 0
127 6 0
136 13 6
139 12 6
130 1 0
118 0 0
114 0 0
91 0 0
89 0 0
80 0 0
74 0 0
72 4 1
67 12 9
52 9 3
32 1 0
23 0 0
16 3 0
11 4 0
6 2 0
2 2 0
1 3 2
3 5 4
5 6 8
4 4 4
3 3 3
3 3 3
3 3 3
2 2 2
2 2 2
2 2 2
2 2 2
1 1 1
1 1 1
2 2 2
2 2 2
3 3 3
3 3 3
3 3 3
4 4 4
3 3 3
4 4 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
10 9 5
10 9 5
9 8 4
9 8 4
8 7 3
7 6 2
7 6 2
7 6 2
30 7 15
35 0 4
80 25 22
126 44 33
136 24 10
144 9 0
162 9 0
166 4 0
164 1 0
167 12 7
161 15 15
148 12 12
142 17 15
138 20 16
121 8 0
98 0 0
88 5 0
87 4 0
87 2 0
85 0 0
85 0 2
83 0 5
81 0 6
81 0 6
74 0 0
88 2 1
94 0 0
106 0 0
135 8 1
154 12 2
162 5 0
170 6 0
175 16 0
180 19 1
185 19 5
188 17 9
193 19 12
198 21 15
195 18 8
186 15 0
179 13 0
193 35 8
169 18 0
147 3 0
158 18 1
148 11 1
123 0 0
128 0 0
118 0 0
119 0 0
117 0 0
116 0 0
116 0 0
119 0 0
120 2 0
120 2 0
119 1 0
119 1 1
120 2 2
120 2 2
117 1 2
116 0 1
114 0 0
114 0 0
106 2 0
105 1 0
104 0 0
106 2 0
107 4 0
107 4 0
105 2 0
104 0 0
107 0 0
111 0 0
119 2 0
129 7 2
134 9 3
131 4 0
124 0 0
117 0 0
93 0 0
94 0 0
88 0 0
79 0 0
77 2 0
82 14 11
72 14 12
53 8 5
39 4 2
27 2 0
16 0 0
8 0 0
6 2 1
5 5 5
3 7 6
2 6 7
3 3 3
3 3 3
2 2 2
2 2 2
2 2 2
2 2 2
2 2 2
2 2 2
1 1 1
1 1 1
2 2 2
3 3 3
3 3 3
4 4 4
4 4 4
5 5 5
3 3 3
4 4 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
10 9 5
10 9 5
10 9 5
9 8 4
9 8 4
8 7 3
8 7 3
7 6 2
30 0 2
32 0 0
83 18 12
138 46 35
150 33 16
155 14 0
165 9 0
161 0 0
156 0 0
159 9 10
151 12 15
136 7 11
132 12 11
136 23 17
121 13 1
99 0 0
88 6 0
87 4 0
86 1 0
85 0 0
83 0 1
81 0 5
80 0 5
79 0 5
76 0 0
89 3 2
95 0 0
112 1 0
142 14 5
160 16 5
166 5 0
168 2 0
176 20 0
180 21 2
182 18 6
186 18 9
194 23 15
196 25 15
186 19 3
172 10 0
178 23 0
199 52 19
173 33 0
144 9 0
161 26 7
166 32 23
148 12 12
146 10 14
128 3 0
126 1 0
124 0 0
122 0 0
122 0 0
121 0 0
121 0 0
123 1 0
124 2 0
122 2 1
122 2 1
122 2 1
120 2 2
118 0 0
117 0 0
116 0 0
111 2 0
109 0 0
108 0 0
107 2 0
107 4 0
107 4 0
105 2 0
102 0 0
106 0 0
107 0 0
113 0 0
119 0 0
129 4 2
134 4 2
133 1 0
128 0 0
96 0 0
103 6 0
100 5 1
90 0 0
86 0 0
90 12 10
87 17 17
74 14 14
57 7 8
39 0 1
22 0 0
13 0 0
12 3 4
9 9 9
3 7 6
0 3 3
1 1 1
1 1 1
2 2 2
2 2 2
2 2 2
2 2 2
2 2 2
2 2 2
1 1 1
1 1 1
2 2 2
3 3 3
4 4 4
5 5 5
5 5 5
6 6 6
5 5 5
6 6 6
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
10 9 5
10 9 5
10 9 5
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
30 0 0
35 0 0
65 0 0
126 28 15
165 42 26
178 35 18
175 19 6
163 4 0
162 8 8
155 10 15
138 4 11
117 0 1
116 4 3
125 18 10
123 20 5
111 8 0
84 4 0
86 3 0
84 1 0
83 0 0
82 0 0
80 0 4
78 0 5
78 0 4
78 0 2
89 5 3
96 1 0
116 5 0
150 22 11
170 24 11
169 9 0
167 0 0
174 19 0
178 21 4
182 20 7
184 20 10
187 20 11
186 20 8
173 12 0
155 3 0
197 52 21
204 67 31
175 45 9
146 17 0
154 25 4
163 30 21
152 16 16
148 9 16
139 10 4
134 5 0
130 1 0
130 1 0
127 0 0
123 0 0
121 0 0
124 0 0
126 3 0
125 3 0
125 3 0
123 4 0
122 2 1
120 0 0
117 0 0
116 0 0
116 0 0
113 0 0
112 0 0
112 0 0
110 2 0
108 3 0
105 2 0
103 0 0
104 0 0
108 0 0
111 0 0
114 0 0
123 0 0
134 4 4
140 6 7
139 3 5
97 0 0
100 3 0
100 3 0
93 0 0
87 0 0
88 0 0
85 5 6
79 7 10
68 8 10
50 1 4
30 0 0
20 0 0
15 3 5
10 8 9
1 5 4
0 3 2
0 0 0
1 1 1
1 1 1
1 1 1
2 2 2
2 2 2
2 2 2
2 2 2
1 1 1
1 1 1
2 2 2
3 3 3
4 4 4
6 6 6
6 6 6
7 7 7
10 10 10
10 10 10
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
10 9 5
10 9 5
10 9 5
10 9 5
10 9 5
43 0 0
53 0 0
77 0 0
121 19 4
168 41 24
182 37 20
175 19 7
171 14 9
164 14 16
149 9 18
126 0 10
107 0 0
106 0 0
113 10 1
116 15 0
111 11 0
83 4 0
82 2 0
83 0 0
81 0 0
79 0 0
77 0 2
77 0 4
75 0 3
78 0 2
86 2 0
92 0 0
115 4 0
154 26 13
176 28 16
170 8 0
164 0 0
161 6 0
172 15 0
182 22 8
183 21 10
179 15 5
173 13 0
164 9 0
152 7 0
207 70 36
184 56 17
158 34 0
146 23 0
146 20 0
147 16 6
149 13 15
153 14 21
154 21 16
147 14 9
142 9 4
141 9 4
137 5 0
128 0 0
125 0 0
129 2 0
128 3 0
127 4 0
126 4 0
125 3 0
122 3 0
120 1 0
118 0 0
116 0 0
119 0 0
117 0 0
115 0 0
113 0 0
113 1 0
110 2 0
106 1 0
104 0 0
105 0 0
111 1 0
116 0 1
115 0 0
121 0 0
135 2 5
143 7 11
145 6 11
102 5 0
96 0 0
93 0 0
94 0 0
91 0 0
86 0 0
81 0 0
77 0 2
74 3 9
59 2 8
43 1 5
29 0 4
15 1 1
4 2 3
0 3 3
0 3 2
0 0 0
0 0 0
0 0 0
1 1 1
1 1 1
2 2 2
2 2 2
2 2 2
1 1 1
1 1 1
2 2 2
3 3 3
5 5 5
6 6 6
7 7 7
8 8 8
16 16 16
17 17 17
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
9 8 4
8 7 3
8 7 3
9 8 4
10 9 5
10 9 5
11 10 6
11 10 6
11 10 6
62 14 10
89 30 22
108 28 17
131 25 9
161 32 13
166 19 3
163 7 0
176 21 17
159 10 14
141 4 14
120 0 7
107 0 1
102 0 0
105 4 0
105 6 0
101 3 0
82 3 0
81 1 0
82 0 0
80 0 0
78 0 0
76 0 1
76 0 3
74 0 2
75 0 0
81 0 0
86 0 0
110 0 0
155 25 12
175 27 13
167 5 0
158 0 0
143 0 0
163 8 0
182 22 8
182 20 9
174 12 1
166 9 0
162 11 0
157 16 0
196 63 28
151 28 0
133 14 0
144 25 0
148 23 1
147 16 6
163 27 29
181 42 49
165 30 24
157 22 16
152 17 11
150 17 12
144 12 7
135 3 0
131 2 0
134 7 1
129 4 0
129 4 0
128 5 0
126 4 0
124 2 0
120 1 0
119 0 0
117 0 0
122 0 0
119 0 0
117 0 0
115 0 0
114 0 0
112 3 0
109 1 0
105 0 0
105 0 0
116 4 3
120 4 5
119 0 0
122 0 0
133 0 5
142 5 12
145 6 11
115 18 9
101 4 0
96 0 0
101 2 0
103 3 3
92 0 0
83 0 0
80 0 2
74 0 6
65 4 11
54 7 13
35 4 9
14 0 0
3 0 0
0 2 2
0 5 4
0 0 0
0 0 0
0 0 0
0 0 0
1 1 1
2 2 2
2 2 2
2 2 2
1 1 1
1 1 1
2 2 2
4 4 4
5 5 5
6 6 6
8 8 8
8 8 8
21 21 21
22 22 22
8 12 21
7 12 16
6 10 9
7 10 3
8 10 0
11 9 0
12 8 0
14 7 1
12 2 1
21 8 15
17 4 13
12 0 8
18 5 12
17 7 6
13 4 0
19 10 3
149 10 17
149 8 14
150 7 11
150 6 6
152 7 4
156 8 4
161 14 7
163 19 11
160 17 9
153 16 10
139 7 3
120 0 0
114 0 0
112 1 7
107 0 8
98 0 2
82 1 0
77 0 0
72 0 0
68 0 0
65 3 4
64 5 7
62 6 9
61 5 8
64 2 5
67 0 0
76 0 0
93 0 0
115 7 4
132 14 10
141 14 8
143 12 4
132 10 0
133 10 0
145 21 0
150 25 0
144 18 0
145 18 0
143 21 0
133 15 0
180 68 28
189 88 34
127 33 0
153 69 0
134 59 0
180 112 27
133 69 0
147 85 0
140 68 0
128 54 0
149 71 0
169 87 14
170 81 11
117 22 0
127 25 0
117 10 0
148 35 0
105 0 0
134 13 0
128 5 0
104 0 0
121 0 14
127 0 27
115 0 20
119 0 0
119 0 0
118 0 0
116 1 0
111 2 0
107 2 0
105 2 0
103 1 0
106 3 0
115 8 2
125 10 5
128 6 1
128 0 0
133 0 0
144 1 0
153 8 5
130 0 4
126 2 4
117 5 3
103 6 0
89 4 0
81 2 0
76 1 0
78 0 0
78 0 0
79 0 2
77 1 5
67 3 4
48 0 0
24 0 0
13 0 0
12 4 0
5 0 4
4 2 5
0 4 5
0 8 4
0 8 1
0 8 0
0 6 0
0 5 0
3 8 1
6 5 0
6 3 0
6 2 0
7 6 2
7 12 6
8 17 12
10 21 15
29 29 29
30 30 30
6 10 19
5 10 14
5 9 8
6 9 2
8 8 0
10 8 0
12 8 0
14 7 1
13 3 2
20 9 15
15 4 12
11 0 8
18 7 11
17 7 6
12 3 0
17 8 1
141 0 6
149 6 12
155 10 13
155 9 10
151 3 1
150 1 0
152 3 0
155 8 0
170 27 19
162 23 16
143 11 7
120 0 0
108 0 0
105 0 0
102 0 0
96 0 0
81 0 0
78 0 0
74 0 0
70 0 0
68 4 4
64 5 7
60 4 7
58 2 5
63 1 4
69 0 1
78 0 0
88 0 0
103 0 0
120 5 2
136 13 8
145 18 12
145 27 0
162 43 1
178 55 21
169 45 19
156 31 9
157 35 14
146 26 2
113 0 0
153 44 3
153 54 0
138 46 0
160 78 4
191 118 39
178 112 28
146 84 1
156 98 14
119 45 0
123 47 0
150 72 8
173 89 25
177 89 25
138 44 0
156 57 0
157 51 0
185 74 29
121 7 0
124 5 0
133 10 2
129 4 8
131 5 17
119 0 13
115 0 12
125 0 0
123 0 0
120 0 0
119 0 0
118 5 1
115 6 3
110 5 1
108 3 0
108 3 0
113 4 0
120 5 2
126 3 0
132 0 0
137 0 0
141 0 0
145 0 0
130 1 5
123 0 2
110 0 0
98 1 0
86 1 0
81 2 0
79 2 0
79 1 0
80 0 1
80 0 3
78 2 6
71 5 7
52 2 1
29 0 0
14 0 0
8 0 0
8 2 6
5 3 6
2 4 3
0 5 2
0 7 0
0 7 0
0 9 0
0 7 0
1 6 0
5 4 0
7 3 0
9 5 2
10 9 5
11 16 10
12 21 16
14 25 19
30 30 30
30 30 30
3 8 14
4 7 12
5 7 6
6 7 1
7 7 0
10 8 0
12 8 0
13 8 2
12 7 4
17 11 15
13 3 11
11 2 7
19 8 12
18 7 5
12 1 0
19 6 0
139 0 0
150 5 8
161 15 16
162 14 12
154 5 1
148 0 0
148 0 0
149 1 0
157 13 4
160 19 10
157 22 18
146 18 15
133 10 12
119 3 6
107 0 0
95 0 0
85 0 0
81 0 0
77 0 0
72 1 0
69 3 4
64 4 6
60 1 5
56 0 3
60 0 2
68 2 4
77 1 3
83 0 0
88 0 0
103 0 0
124 9 6
141 22 18
174 58 17
207 91 54
220 103 70
185 65 40
151 30 9
157 38 16
158 43 16
130 20 0
163 61 13
168 73 15
158 71 4
151 73 0
198 129 51
169 106 27
146 87 9
158 101 22
101 24 0
118 42 0
140 60 11
153 72 19
158 73 19
141 51 0
173 78 24
186 86 36
163 58 13
133 23 0
126 10 0
125 5 0
121 0 0
127 1 5
121 0 3
135 4 20
134 0 0
129 0 0
126 0 0
122 0 0
122 2 1
120 4 4
117 5 3
112 3 0
112 3 0
114 0 0
117 0 0
123 0 0
131 1 0
137 1 1
140 0 0
138 0 0
128 2 5
118 0 0
104 0 0
93 0 0
87 0 0
82 3 0
81 4 0
80 0 0
76 0 0
75 0 0
76 0 2
74 5 8
63 9 9
43 3 1
24 0 0
17 0 0
11 2 7
7 3 4
2 4 3
0 5 2
0 7 0
0 8 1
0 10 1
0 10 2
0 4 0
4 3 0
9 5 2
13 9 6
16 15 11
17 22 18
19 28 23
20 31 25
30 30 30
30 30 30
2 7 13
2 6 9
4 6 5
6 5 0
9 7 0
10 8 0
12 8 0
12 9 2
13 9 6
15 11 12
9 4 8
10 4 8
20 10 11
17 6 4
15 0 0
25 8 0
148 0 1
156 8 8
165 15 14
168 16 13
163 10 4
156 3 0
153 1 0
152 1 0
141 0 0
148 6 0
156 19 11
156 24 20
147 22 20
134 14 16
122 6 9
114 1 5
94 5 1
88 3 0
81 0 0
75 0 0
70 2 3
65 3 6
62 3 7
60 1 5
59 0 3
66 1 5
72 0 3
75 0 0
78 0 0
90 0 0
110 5 2
125 17 15
161 51 18
207 96 66
233 122 95
195 83 59
143 31 9
140 28 4
156 47 16
149 46 5
166 70 19
199 111 48
168 88 19
142 70 0
162 99 22
160 102 28
124 70 0
125 72 2
104 25 0
123 44 13
122 42 7
122 43 2
128 45 1
127 43 0
163 75 27
184 92 43
169 71 26
186 80 41
155 44 14
125 6 0
113 0 0
136 7 2
128 0 0
134 0 3
142 0 0
141 0 0
137 0 0
131 0 0
125 0 0
120 0 0
116 0 0
116 2 2
117 3 3
115 1 1
116 0 0
121 0 0
126 0 0
133 0 0
136 0 0
137 0 0
121 1 2
112 0 0
99 0 0
92 0 0
90 2 0
87 6 2
84 3 0
80 0 0
82 0 0
79 0 0
78 0 3
80 8 12
73 13 15
52 7 4
31 0 0
20 0 0
9 0 2
6 0 2
